,PC1_health,PC2_LBW,PC3_FEI,PC4_Mental,PC5_Death,PC6_Driving,PC7_Uninsurance,class
0,1.318487266811598,-1.8445509829356035,-1.3849895285856708,0.38299851351423286,-0.4438956569121444,0.11233254984183177,-0.1161291839537753,2
1,-0.40679071218780666,0.4369118041744218,-0.25145039925526474,-0.0010144269577069378,0.15815695415830663,-0.37154028770731196,0.06558426869221783,3
2,5.443372910432778,3.5363235846345975,1.6909749634312947,-0.5057605537592486,-0.6525128086358036,-0.9850154521579281,-0.5730907510073293,1
3,0.7863443011617834,0.014207622845861485,-0.9148322007560976,-0.45682167012410885,-0.37161768096905806,-0.21031729650140382,0.31096691541489385,3
4,0.045187023568926586,2.3708596836806834,0.2776061562030474,-0.027971208966260094,-0.32615963095760797,-0.18932574620988327,0.155896993477976,3
5,-0.893779532353136,0.012622123051736264,0.1168922865381112,-0.23977276235167816,0.16727809346076336,0.047038685218366856,0.2333264235563979,3
6,0.24498562324428164,1.290067293294104,-0.715568760244751,0.10365419959101799,-0.38063911861170235,-0.3956786890530794,0.030295579846707135,3
7,0.6783502926053037,0.8311417365404038,-1.3066344679569608,0.7381715041083635,-0.5322040022257758,-1.1943671328028027,0.16941389470359272,3
8,-1.5043830370882465,0.9143428351627081,-0.2785770746903604,1.0431118747070933,0.08957288347308376,0.3049073096943007,0.3596268711491782,3
9,0.2533177954828458,0.16429934914082925,-0.673476925120005,-0.10029575161498377,0.5977615553037363,-0.12075097735074487,-0.04131868996220641,3
10,-1.2179467131183994,0.49800552985903984,-0.14993878148760073,0.03771612995745395,0.1534403404164658,0.5052719045571422,0.4148064681151197,3
11,0.400394309985448,-0.19636313577580908,-0.7374653569529104,0.7676356107791302,-0.3719852096465437,-0.45880232287859757,-0.014957408891475137,3
12,-2.0492053922241045,1.8949230687065357,-0.3180176682365462,0.5026335697723717,-0.08942498827889146,0.8484683893913799,-0.09819938024790223,3
13,0.14974232385265926,-1.5109759870895256,-0.14763616337721008,0.146766792142547,0.09540374291893679,0.25160786042946104,0.11937254862215578,2
14,1.254015358752408,-0.5570241207281281,-1.6812894800241132,-0.26224589387806274,-0.9055964165795787,-0.4303723054195726,0.19561147926954692,2
15,-1.038826761688752,-0.061778876005895475,-0.5507940712814468,0.5602185427228042,-0.2781276467499096,1.1209698708762086,0.24728228298055427,3
16,0.7289179604108836,1.7033602860612662,0.06269572319875329,0.6378592273525163,0.6976250228642396,0.8679385654395361,0.1729924330080258,3
17,0.010811662323662555,1.5626035754385126,-0.4217523194344554,-0.012255777005612077,-0.252227483487504,-0.351361436877552,0.22125525981846506,3
18,-1.9610910353874813,0.25896258379102105,0.20825673476303763,-0.028927506591993755,0.5691382066850388,-0.13541310133947826,-0.3357825249478257,3
19,-1.242584090134197,1.663132425773096,-1.2771367970828278,0.014342398606097501,-1.0188638899527442,1.3095110046922904,-0.6124867681511933,3
20,-2.9244366354027935,-1.1198845607635657,1.6981404307077053,-0.8382330812797399,-0.24369596397100546,-0.6693800828946347,-0.7503005645016199,4
21,-1.0732157490640868,1.063643822592092,-0.29584830033664544,-0.8561944663566617,0.33331173075383924,0.19300924028295335,0.3040628415130352,3
22,0.15517375083894674,0.09115040592890994,-0.018875994085552586,-0.637962538009313,1.2229273364901716,-0.15408223106018412,-0.2413693302694964,3
