Years,FIPS,County,Deaths,% Fair or Poor Health,% Low birthweight,Food Environment Index,# Driving Deaths,# Uninsured,Mental Health Provider Ratio
2014,36085.0,Richmond,4505.0,12.0,8.2,9.0,93.0,39131.0,0.0014492753623188406
2014,36087.0,Rockland,2278.0,12.0,6.7,9.0,73.0,31219.0,0.0021008403361344537
2014,36089.0,St. Lawrence,1297.0,19.0,7.5,8.0,52.0,10693.0,0.0009225092250922509
2014,36091.0,Saratoga,1912.0,12.0,6.8,9.0,95.0,14908.0,0.0011273957158962795
2014,36093.0,Schenectady,1518.0,15.0,8.8,8.0,30.0,13731.0,0.0014285714285714286
2014,36095.0,Schoharie,330.0,10.0,6.7,9.0,9.0,2885.0,0.0007178750897343862
2014,36097.0,Schuyler,227.0,15.0,6.8,9.0,8.0,1771.0,0.0014265335235378032
2014,36099.0,Seneca,361.0,24.0,5.8,9.0,25.0,3141.0,0.0010741138560687433
2014,36101.0,Steuben,1135.0,15.0,7.0,9.0,47.0,10257.0,0.001152073732718894
2014,36103.0,Suffolk,13150.0,11.0,7.6,9.0,733.0,142747.0,0.0018975332068311196
2014,36105.0,Sullivan,1043.0,15.0,9.0,8.0,65.0,9089.0,0.0008058017727639
2014,36107.0,Tioga,494.0,14.0,7.3,9.0,31.0,4184.0,0.0011574074074074073
2014,36109.0,Tompkins,643.0,12.0,6.6,8.0,49.0,8797.0,0.002074688796680498
2014,36111.0,Ulster,1933.0,12.0,7.2,9.0,86.0,18759.0,0.002421307506053269
2014,36113.0,Warren,673.0,13.0,7.2,9.0,36.0,5535.0,0.002325581395348837
2014,36115.0,Washington,699.0,16.0,7.7,9.0,50.0,5741.0,0.0008169934640522876
2014,36117.0,Wayne,1012.0,21.0,6.7,9.0,45.0,8947.0,0.0005938242280285036
2014,36119.0,Westchester,6886.0,12.0,8.4,9.0,199.0,96658.0,0.002793296089385475
2014,36121.0,Wyoming,421.0,14.0,5.6,9.0,23.0,3645.0,0.0008726003490401396
