,Principal Component 1,Principal Component 2,class
0,1.3184872668115726,-1.8445509829355609,1
1,-0.40679071218785756,0.4369118041744497,2
2,5.443372910432647,3.5363235846347076,3
3,0.7863443011616525,0.014207622845946873,2
4,0.04518702356887941,2.370859683680689,2
5,-0.89377953235302,0.01262212305164588,0
6,0.24498562324438286,1.2900672932940338,2
7,0.678350292605147,0.8311417365405211,2
8,-1.5043830370882652,0.9143428351627131,0
9,0.2533177954827997,0.1642993491408631,2
10,-1.2179467131183126,0.49800552985896895,0
11,0.4003943099855516,-0.1963631357758657,2
12,-2.0492053922241644,1.8949230687065612,0
13,0.1497423238526028,-1.5109759870894854,1
14,1.2540153587523566,-0.557024120728086,1
15,-1.0388267616886262,-0.06177887600597925,0
16,0.7289179604107104,1.7033602860613946,2
17,0.01081166232356901,1.5626035754385528,2
18,-1.961091035387595,0.25896258379107473,0
19,-1.242584090134291,1.6631324257731424,0
20,-2.924436635402752,-1.119884560763613,0
21,-1.07321574906401,1.0636438225920146,0
22,0.15517375083908924,0.091150405928813,2
23,3.590367154768698,0.9471590281058456,3
24,-0.9583562796854553,0.7682840083779294,0
25,-1.4857812610433871,-0.5666681776415042,0
26,-1.079859433673855,-0.5226588885165073,0
27,1.5361005734063224,-0.8482772190849857,1
28,0.166828316237784,1.454199281308883,2
29,0.528861404507616,-2.661097859948365,1
30,4.026949918280238,-2.8322747297968225,1
31,-0.09070553695390013,0.8039324247284001,2
32,0.6143856145049958,0.4230124110684471,2
33,1.008575136848969,-0.7922024472175945,1
34,-1.4213948147463553,-1.5169639867987275,0
35,0.39517587391016373,-0.6477988117725987,1
36,1.0375932575721363,0.37378726241369853,2
37,-0.9714884880068425,1.4683919403558994,2
38,-0.22505554739752712,0.20499514120069637,2
39,-0.22925529314118803,-2.747215429570985,1
40,3.5990322768096927,1.3007222863417187,3
41,0.17457217787848442,-0.48888029085435575,1
42,1.156311436401533,-1.2862619478829977,1
43,0.5421551337874425,-2.0845916733954324,1
44,-1.0723955708344315,-2.347290510526125,1
45,1.2815210403366666,-0.7326709772021006,1
46,-0.9218301601344749,-0.0658066957556823,0
47,-1.4258702749689869,0.23404812073767134,0
48,-2.725191201128809,0.45597414655253904,0
49,0.4366606365713219,1.3069944431086136,2
50,-0.4104908063876824,1.1028440497552283,2
51,0.09186127414910544,-1.3244965667626862,1
52,0.30820826224424414,2.5700762831605237,2
53,-0.9531941789595912,-0.2560197893926076,0
54,0.5018662949168226,-2.023434742438648,1
55,0.16392814703421454,-0.2989464771622739,2
56,-0.4339033487571542,-1.0310548387056626,1
57,-0.41087084393219264,0.7577603073716278,2
58,-1.0144674790483343,0.8553232725357606,0
59,2.0659209233648266,-2.529987273576654,1
60,-1.3054215866253542,-0.10426946986158318,0
61,-3.248183668927823,-0.3346156706360861,0
