,PC1,PC2,PC3,PC4,PC5,PC6,class
0,1.3184872668115726,-1.8445509829355609,-1.3849895285856826,0.3829985135142809,-0.44389565691212984,0.11233254984183455,1
1,-0.40679071218785756,0.4369118041744497,-0.25145039925525864,-0.0010144269577536098,0.15815695415831568,-0.37154028770728553,2
2,5.443372910432647,3.5363235846347076,1.690974963431286,-0.5057605537591563,-0.6525128086357896,-0.9850154521579545,0
3,0.7863443011616525,0.014207622845946873,-0.9148322007560998,-0.4568216701240528,-0.37161768096902775,-0.21031729650133835,1
4,0.04518702356887941,2.370859683680689,0.2776061562030626,-0.027971208966268736,-0.3261596309575933,-0.18932574620986953,2
5,-0.89377953235302,0.01262212305164588,0.11689228653812021,-0.2397727623517409,0.16727809346073322,0.04703868521831712,2
6,0.24498562324438286,1.2900672932940338,-0.715568760244733,0.10365419959092986,-0.38063911861172356,-0.3956786890531504,2
7,0.678350292605147,0.8311417365405211,-1.3066344679569775,0.738171504108418,-0.5322040022257225,-1.19436713280274,2
8,-1.5043830370882652,0.9143428351627131,-0.2785770746903701,1.0431118747070869,0.08957288347308943,0.30490730969432855,2
9,0.2533177954827997,0.1642993491408631,-0.6734769251200123,-0.10029575161494379,0.5977615553037473,-0.12075097735071137,2
10,-1.2179467131183126,0.49800552985896895,-0.14993878148758844,0.037716129957358645,0.15344034041643373,0.5052719045571141,2
11,0.4003943099855516,-0.1963631357758657,-0.7374653569529027,0.7676356107790577,-0.3719852096465496,-0.45880232287866046,2
12,-2.0492053922241644,1.8949230687065612,-0.3180176682365482,0.5026335697723553,-0.0894249882789005,0.8484683893914096,2
13,0.1497423238526028,-1.5109759870894854,-0.14763616337721808,0.14676679214263658,0.09540374291896735,0.25160786042951644,1
14,1.2540153587523566,-0.557024120728086,-1.6812894800241185,-0.2622458938779849,-0.9055964165795571,-0.4303723054195626,1
15,-1.0388267616886262,-0.06177887600597925,-0.5507940712814402,0.5602185427227199,-0.2781276467499537,1.1209698708761522,2
16,0.7289179604107104,1.7033602860613946,0.06269572319873384,0.6378592273525708,0.6976250228642559,0.8679385654396347,2
17,0.01081166232356901,1.5626035754385528,-0.4217523194344483,-0.012255777005545076,-0.25222748348746576,-0.3513614368774988,2
